0;60
0;2064
0;4064
0;6064
0;8064
0;10064
0;12064
0;14064
0;16064
0;18064
0;20064
0;22064
0;24064
0;26064
0;28064
0;30064
0;32064
0;34064
0;36064
0;38064
0;40064
0;42064
0;44064
0;46068
0;48072
0;50076
0;52080
0;54080
0;56080
0;58080
0;60080
0;62080
0;64080
0;66080
0;68080
0;70080
0;72080
0;74080
0;76080
0;78080
1;80080
0;82080
1;84080
0;86080
0;88084
0;90088
1;92092
0;94096
0;96096
0;98096
0;100096
1;102100
1;104104
0;106108
0;108112
0;110116
0;112120
0;114124
0;116128
1;118132
0;120136
1;122140
0;124144
0;126148
0;128152
0;130156
1;132160
0;134164
0;136164
0;138164
0;140164
0;142168
0;144172
0;146172
0;148176
0;150176
0;152180
1;154180
0;156184
0;158188
0;160188
0;162192
1;164196
0;166196
1;168196
0;170200
0;172204
0;174208
0;176212
0;178216
0;180216
0;182216
0;184216
0;186216
1;188220
0;190224
0;192228
1;194232
0;196236
0;198240
0;200244
0;202248
0;204248
0;206248
0;208248
0;210252
0;212252
0;214252
0;216252
0;218252
0;220252
1;222252
1;224252
0;226252
0;228252
0;230252
0;232252
0;234256
0;236260
0;238260
1;240260
1;242264
0;244268
0;246272
0;248276
1;250276
0;252280
0;254284
0;256284
0;258288
0;260292
0;262296
0;264300
0;266300
0;268304
0;270304
0;272304
0;274304
0;276308
0;278308
0;280308
0;282308
0;284308
0;286308
0;288308
0;290308
0;292308
0;294308
1;296308
0;298312
0;300312
0;302312
0;304312
1;306312
1;308316
0;310320
0;312328
0;314328
0;316328
0;318328
0;320328
0;322332
1;324332
1;326336
1;328340
0;330344
0;332344
0;334344
0;336348
0;338348
1;340348
0;342352
0;344352
0;346356
0;348356
1;350356
0;352360
1;354364
1;356368
0;358368
0;360368
0;362368
0;364372
0;366372
0;368372
0;370372
0;372372
0;374372
1;376372
0;378376
1;380376
0;382380
1;384380
0;386384
0;388388
0;390388
0;392388
1;394388
0;396392
0;398392
1;400400
0;402404
0;404404
0;406404
0;408408
0;410412
0;412416
0;414420
1;416424
0;418428
0;420432
1;422436
0;424440
0;426444
0;428448
0;430452
1;432452
1;434456
0;436460
0;438460
0;440460
1;442460
1;444464
0;446472
0;448472
0;450472
0;452472
0;454472
0;456476
0;458476
0;460476
0;462476
0;464480
0;466484
0;468484
0;470484
0;472484
0;474484
1;476484
0;478488
0;480488
0;482492
0;484492
0;486492
0;488492
1;490492
0;492492
0;494492
0;496492
1;498492
0;500496
0;502500
1;504500
0;506504
0;508508
0;510508
0;512508
1;514512
0;516516
0;518520
0;520524
0;522524
0;524524
0;526524
0;528524
0;530524
0;532524
0;534524
0;536524
0;538524
1;540524
0;542528
1;544532
0;546536
0;548536
0;550536
0;552540
0;554540
0;556540
0;558540
0;560540
0;562540
0;564540
1;566540
0;568544
1;570548
0;572552
0;574552
0;576552
1;578552
1;580552
0;582552
0;584552
0;586552
0;588552
0;590552
0;592552
0;594552
0;596552
0;598552
0;600556
0;602556
0;604556
0;606556
0;608556
0;610556
0;612556
0;614556
1;616560
1;618564
0;620568
0;622568
0;624568
0;626568
0;628568
0;630572
1;632572
0;634576
0;636576
1;638576
0;640580
0;642584
0;644588
0;646588
0;648592
